#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ACNH67_002390-T1     -           2239 31960                -           1998         0 2374.2   0.0   1   4   1.4e-18   5.1e-16   55.3   0.0    90   207    86   208    38   214 0.83 ACNH67_002390
ACNH67_002390-T1     -           2239 31960                -           1998         0 2374.2   0.0   2   4   3.9e-45   1.4e-42  143.4   2.7   171   348   215   393   206   400 0.86 ACNH67_002390
ACNH67_002390-T1     -           2239 31960                -           1998         0 2374.2   0.0   3   4         0         0 2102.9   0.0   336  1911   413  2086   405  2095 0.92 ACNH67_002390
ACNH67_002390-T1     -           2239 31960                -           1998         0 2374.2   0.0   4   4   2.5e-20   8.8e-18   61.1   0.0  1898  1995  2136  2237  2118  2239 0.85 ACNH67_002390
ACNH67_004637-T1     -           2175 31960                -           1998         0 1391.4   0.0   1   7  1.6e-249  5.5e-247  821.2   0.0   349  1183   269  1149   226  1157 0.89 ACNH67_004637
ACNH67_004637-T1     -           2175 31960                -           1998         0 1391.4   0.0   2   7   3.7e-30   1.3e-27   93.7   0.0  1181  1298  1173  1295  1162  1299 0.90 ACNH67_004637
ACNH67_004637-T1     -           2175 31960                -           1998         0 1391.4   0.0   3   7   2.6e-94   9.1e-92  306.5   0.0   481   805  1300  1636  1295  1638 0.91 ACNH67_004637
ACNH67_004637-T1     -           2175 31960                -           1998         0 1391.4   0.0   4   7   1.6e-26   5.8e-24   81.6   0.0  1595  1667  1632  1704  1630  1739 0.94 ACNH67_004637
ACNH67_004637-T1     -           2175 31960                -           1998         0 1391.4   0.0   5   7   1.7e-09     6e-07   25.2   0.0   915  1003  1785  1876  1780  1882 0.87 ACNH67_004637
ACNH67_004637-T1     -           2175 31960                -           1998         0 1391.4   0.0   6   7   6.2e-11   2.2e-08   30.0   0.0  1770  1911  1864  2010  1858  2027 0.87 ACNH67_004637
ACNH67_004637-T1     -           2175 31960                -           1998         0 1391.4   0.0   7   7   1.3e-09   4.4e-07   25.6   0.0  1918  1997  2067  2160  2044  2161 0.77 ACNH67_004637
ACNH67_001378-T1     -           1161 31960                -           1998   5.6e-35  118.2   0.0   1   2   2.8e-21   9.8e-19   64.3   0.0   438   623   132   299   107   333 0.85 ACNH67_001378
ACNH67_001378-T1     -           1161 31960                -           1998   5.6e-35  118.2   0.0   2   2   1.8e-17   6.3e-15   51.7   0.0   657   807   391   541   378   549 0.75 ACNH67_001378
ACNH67_002403-T1     -           1806 31960                -           1998   1.1e-33  113.9   0.0   1   2   8.2e-20   2.9e-17   59.4   0.0   428   625   855  1032   847  1035 0.83 ACNH67_002403
ACNH67_002403-T1     -           1806 31960                -           1998   1.1e-33  113.9   0.0   2   2   1.2e-17   4.2e-15   52.3   0.0   657   806  1108  1257  1100  1262 0.77 ACNH67_002403
ACNH67_001899-T1     -            625 31960                -           1998   1.5e-21   73.6   0.0   1   1   1.9e-23   6.6e-21   71.5   0.0  1718  1992   254   572   252   578 0.74 ACNH67_001899
ACNH67_001758-T1     -           1560 31960                -           1998   2.1e-17   59.9   0.1   1   3     0.028        10    1.3   0.0   421   464   493   544   467   559 0.81 ACNH67_001758
ACNH67_001758-T1     -           1560 31960                -           1998   2.1e-17   59.9   0.1   2   3     5e-06    0.0018   13.7   0.0   550   605   683   747   679   754 0.70 ACNH67_001758
ACNH67_001758-T1     -           1560 31960                -           1998   2.1e-17   59.9   0.1   3   3   3.5e-14   1.2e-11   40.8   0.0   710   806   921  1007   843  1012 0.79 ACNH67_001758
ACNH67_002680-T1     -           2010 31960                -           1998   8.4e-17   57.9   0.0   1   2     0.021       7.4    1.7   0.0   584   623   133   168   123   176 0.85 ACNH67_002680
ACNH67_002680-T1     -           2010 31960                -           1998   8.4e-17   57.9   0.0   2   2     4e-18   1.4e-15   53.8   0.0   707   808   278   373   210   380 0.71 ACNH67_002680
ACNH67_000681-T1     -           2074 31960                -           1998   5.5e-16   55.2   0.0   1   2   5.9e-07   0.00021   16.8   0.0   430   603  1052  1220  1047  1226 0.71 ACNH67_000681
ACNH67_000681-T1     -           2074 31960                -           1998   5.5e-16   55.2   0.0   2   2     1e-12   3.6e-10   35.9   0.0   708   804  1599  1686  1589  1689 0.90 ACNH67_000681
ACNH67_004869-T1     -            791 31960                -           1998   9.2e-08   27.9   0.1   1   2   1.6e-07   5.5e-05   18.7   0.1   422   648   106   329    95   339 0.77 ACNH67_004869
ACNH67_004869-T1     -            791 31960                -           1998   9.2e-08   27.9   0.1   2   2   0.00045      0.16    7.2   0.0  1498  1563   340   405   334   418 0.81 ACNH67_004869
ACNH67_004323-T1     -            965 31960                -           1998   1.1e-05   21.1   0.0   1   2   1.1e-07   3.8e-05   19.3   0.0   428   594    59   222    22   226 0.76 ACNH67_004323
ACNH67_004323-T1     -            965 31960                -           1998   1.1e-05   21.1   0.0   2   2      0.18        64   -1.4   0.0    10    90   352   436   345   455 0.78 ACNH67_004323
ACNH67_001796-T1     -            394 31960                -           1998   0.00053   15.4   1.4   1   2     0.014       4.8    2.3   0.1  1282  1377    71   177    44   189 0.66 ACNH67_001796
ACNH67_001796-T1     -            394 31960                -           1998   0.00053   15.4   1.4   2   2   1.8e-05    0.0063   11.9   0.2  1495  1562   270   337   211   350 0.82 ACNH67_001796
ACNH67_005174-T1     -            778 31960                -           1998     0.001   14.5   0.1   1   2   5.9e-06    0.0021   13.5   0.0   428   523   142   236   137   250 0.87 ACNH67_005174
ACNH67_005174-T1     -            778 31960                -           1998     0.001   14.5   0.1   2   2       0.6   2.1e+02   -3.1   0.0   647   700   416   468   411   472 0.75 ACNH67_005174
ACNH67_005515-T1     -            447 31960                -           1998    0.0017   13.8   0.0   1   1   7.3e-06    0.0026   13.2   0.0   439   559    43   161    24   167 0.77 ACNH67_005515
ACNH67_002442-T1     -            669 31960                -           1998    0.0027   13.1   0.0   1   2   7.2e-05     0.026    9.9   0.0   436   560   226   357   163   401 0.74 ACNH67_002442
ACNH67_002442-T1     -            669 31960                -           1998    0.0027   13.1   0.0   2   2     0.032        11    1.1   0.0  1502  1564   460   523   444   554 0.81 ACNH67_002442
